id,title,releaseDate,seasonCount,rating,genres,description,duration,tagline,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,created_by,production_companies,director,writer,top_cast
1000301277,Bleak House,2005-10-27,1.0,TV-PG,"Crime,Drama","Bleak House is a new adaptation of Dickens's great story. Three young orphans - Esther, Richard and Ada - are sent to live at Bleak House, where they receive a friendly welcome from their rich guardian John Jarndyce. But all is not as it seems at Bleak House, and nothing but bad luck follows those who stay there.",30.0,,93.0,14,Universal acclaim,78,52,Generally favorable,,"British Broadcasting Corporation (BBC),WGBH,Deep Indigo Productions,Smallweed Productions,BBC Video,British Broadcasting Corporation (BBC),Daily Mail Newspapers,ETV 2,Filmbox Extra 1,LaLa TV,Magyar Televízió,Masterpiece Theatre,New KSM,Public Broadcasting Service (PBS),Scanbox Entertainment,Story TV,Yleisradio (YLE)","Justin Chadwick,Susanna White","Andrew Davies,Charles Dickens","Anna Maxwell Martin,Carey Mulligan,Denis Lawson,Gillian Anderson,Tom Georgeson,Charles Dance,Patrick Kennedy,Timothy West,Burn Gorman,Hugo Speer,Pauline Collins,Phil Davis,Nathaniel Parker,Alun Armstrong,Anne Reid,Lilo Baur,Katie Angelou,Louise Brealey,Michael Smiley,Emma Williams"
1000301727,Everybody Hates Chris,2005-09-22,4.0,TV-PG,"Comedy,Drama,Music","Motivated by his childhood experiences, Emmy Award-winner/actor/comedian Chris Rock, narrates this very hilarious & touching story of a teenager growing up as the oldest of three children in Brooklyn, New York during the early 1980s.

Uprooted to a neighborhood and bused into a primarily white middle school two hours away by his strict, hard-working parents, Chris (played by Tyler James Williams) struggles to find his place, all while keeping his younger brother & sister in line at home and surmounting the tests of junior high school.  This dependable, resilient teen brings a unique, comedic spin to his everyday trials & upsets in UPN's new single-camera comedy, ""Everybody Hates Chris.""

The year that Chris turned 13 was 1982.  Filled with dreams that being a teenager would be really cool, Chris' entry into adolescence is turning out to be less pleasant.  Moved from the projects to the tough ""Bed-Stuy"" neighborhood of Brooklyn, Chris is still stuck in his big brother role.  As the family's ""emergency adult,"" he's accountable for taking care of his younger brother Drew (played by Tequan Richmond), and his younger sister Tonya (played by Imani Hakim) while his parents are working; Drew, although younger, is taller and more confident than Chris, while Tonya is the baby of the family, who gets all of the attention from his parents.

Chris' rough, cost-conscious father Julius (played by Terry Crews) works numerous jobs in order to properly support his family.  Meanwhile, his very strict, sassy mother Rochelle (played by Tichina Arnold), who works part-time in a small real estate office, runs the household on a very tight budget, while demanding the best for her children.

With his mother strong-minded to see him in a good school, Chris reluctantly faces multiple bus transfers each day to attend Corleone Junior High School in the fiercely Italian neighborhood, South Shore.  Although being an immediate target for bullies, Chris' innate charm and sharp wit enable him to make new friends at school, such as Greg (played by Vincent Martella), another smart, nice kid...who can't fight, by the way.

As Chris Rock pointedly looks back, his younger self is set to find what his family already knows: Chris' sharp, scrappy character is going to take him places.  But first, he's going to have to think, talk or run his way through one growing experience after another at both home and school, and on any number of buses along the way. ""Everybody Hates Chris"" is produced by 3 Art Entertainment and Paramount Studios.",22.0,If he wasn't picked on he'd have no material.,88.0,32,Universal acclaim,79,163,Generally favorable,"Ali LeRoi,Chris Rock","Chris Rock Entertainment,3 Arts Entertainment,Paramount Network Television,CBS Paramount Network Television,CBS Paramount Domestic Television,CBS Paramount International Television,United Paramount Network (UPN),The CW Network (The CW),Five,Five US,Paramount Comedy Channel,TV3 Television Network Ireland,Network Ten,Cuatro,TV6,CBS All Access,Comedy Max,ITVX,MuchMusic,Net5,Paramount Home Entertainment,Paramount Home Entertainment,Paramount Home Entertainment,Paramount Home Entertainment,Peacock,Pluto TV,Veronica,YTV,Digitalfilm Tree",Jerry Levine,"Ali LeRoi,Chris Rock","Terry Crews,Tichina Arnold,Tequan Richmond,Imani Hakim,Vincent Martella,Tyler James Williams,Chris Rock,Travis Flory,Jacqueline Mazarella,Kevontay Jackson,Ernest Thomas,Jeris Poindexter,Michel Estime,Antonio Fargas,Jackée Harry,Blake Hightower,Todd Bridges,Paige Hurd,Owen H.M. Smith,Shon Little"
1000368100,Long Story Short,2025-08-22,2.0,TV-14,"Animation,Comedy",The animated adult comedy series from Raphael Bob-Waksberg centers on the highs and lows of the lives of the Schwooper siblings.,25.0,,89.0,17,Universal acclaim,72,50,Generally favorable,Raphael Bob-Waksberg,"ShadowMachine,Tornante Company,Vegan Blintzes,Netflix,Netflix","Katie Aldworth,Katie Rice,Ben Bjelajac,Aaron Brewer,Jack Shih","Raphael Bob-Waksberg,Elijah Aron,Laura Donney","Ben Feldman,Angelique Cabral,Abbi Jacobson,Nicole Byer,Max Greenfield,Lisa Edelstein,Paul Reiser,Michaela Dietz,Dave Franco,Danny Burstein,Avia Fields,Gina Rodriguez,Julie Klausner,Zoe Lister-Jones,Zach Braff,Sherry Cola,John Cho,Rachel Bloom,Kate Berlant,James Adomian"
1000347107,The Roosevelts: An Intimate History,2014-09-14,1.0,TV-14,"Documentary,Biography,History,War",The 14-hour documentary series from Ken Burns covers the history and influences the family had from the birth of Theodore Roosevelt in 1858 to the death of Eleanor Roosevelt in 1962.,114.0,,88.0,21,Universal acclaim,78,32,Generally favorable,,"Florentine Films,Public Broadcasting Service (PBS),Yleisradio (YLE)",Ken Burns,"Geoffrey C. Ward,Ken Burns","Peter Coyote,George F. Will,Geoffrey C. Ward,Doris Kearns Goodwin,Meryl Streep,Edward Herrmann,Paul Giamatti,John Lithgow,Jon Meacham,Blanche Wiesen Cook,David McCullough,H.W. Brands,Patricia Clarkson,Kevin Conway,Jonathan Alter,Clay Jenkinson,Amy Madigan,Joanne Tucker,Pamela Reed,William Leuchtenburg"
1000302875,Longford,2006-10-26,,TV-MA,"Biography,Crime,Drama,Romance","Based on a true story, this dramatic television movie tells the tale of a well-respected politician who puts his career and reputation on the line to stand up for a woman convicted of murdering her children. 
",93.0,The only thing more shocking than her crime was his crusade to free her.,88.0,14,Universal acclaim,93,4,Universal acclaim,,"Channel 4 Television Corporation,Granada Television,HBO Films,Home Box Office (HBO),Home Box Office Home Video (HBO),Channel 4 Television Corporation,Cinemax,HBO Hungary",Tom Hooper,Peter Morgan,"Lee Boardman,Jim Broadbent,Tam Dean Burn,Lindsay Duncan,Kate Miles,Sarah Crowden,Robert Pugh,Caroline Clegg,Samantha Morton,Alex Blake,Roy Barber,Ian Connaughton,Charlotte West-Oram,Roy Carruthers,Andy Serkis,Karen Bayley,Karen Spragg,Kika Markham,John-Paul Hurley,Richard Sinnott"
1000353156,Better Things,2016-09-06,5.0,TV-MA,"Comedy,Drama",The Pamela Adlon and Louis C.K. co-created comedy series focuses on a single mother/actress (Pamela Adlon) raising three children.,22.0,,88.0,84,Universal acclaim,78,379,Generally favorable,"Pamela Adlon,Louis C.K.","FX Productions,Pig Newton,3 Arts Entertainment,Slam Book,FX Network,20th Century Fox Home Entertainment,Disney+,Disney+,EntertainTV Serien,HBO 3,HBO España,SBS on Demand,Special Broadcasting Service (SBS),Spectrum FX",Pamela Adlon,"Pamela Adlon,Louis C.K.,Joe Hortua,Robin Ruzan","Pamela Adlon,Mikey Madison,Hannah Riley,Olivia Edward,Celia Imrie,Rebecca Metz,Diedrich Bader,Alysia Reiner,Jeremy K. Williams,Greg Cromer,Kevin Pollak,Matthew Glave,Adam Kulbersh,Milla Sofia Press,Emma Shannon,Caleb Mantuano,Cree Summer,Lucy Davis,Rosalind Chao,Markus Flanagan"
1000366439,Mind Over Murder,2022-06-20,1.0,TV-MA,"Documentary,Biography,Crime,Mystery","The six-part documentary series directed by Nanfu Wang examines the conviction (which was later overturned by DNA evidence in 2009) of six people who admitted to the 1985 murder of a 68-year-old grandmother in Beatrice, Nebraska.",60.0,,88.0,8,Universal acclaim,80,16,Generally favorable,,"HBO Documentary Films,Little Horse Crossing the River,Vox Media Studios,truth.media,Home Box Office (HBO)",Nanfu Wang,,"Tim Shelburne,Noah Archibald,Scott Watson,Cara D'Adamo,Arlene Moskowitz,Pinkhas Nisanov,Hannah Mason,Keara Benton,Anthony Altieri,John Squires,Samantha Wittig,Taisha E Lembert"
1000300434,Brooklyn Bridge,1991-09-20,2.0,TV-PG,"Comedy,Drama,Family","One of TV's best new series in 1991 was this loving portrait of 1950s Brooklyn, brought to the small screen, by and based loosely on the childhood of Gary David Goldberg.",30.0,,88.0,17,Universal acclaim,82,6,Universal acclaim,Gary David Goldberg,"Paramount Television,Ubu Productions,CBS,TV Land","Sam Weisman,Donald Reiker,Brad Silberling,Kenneth Zunder,Craig Zisk","Gary David Goldberg,Brad Hall,Peter Schneider,Ben Cardinale,John Masius,Seth Freeman,Donald Reiker,Theresa Rebeck,Patricia Jones","Marion Ross,Danny Gerard,Louis Zorich,Amy Aquino,Peter Friedman,Matthew Louis Siegel,David Wohl,Jake Jundef,Adam LaVorgna,Aeryk Egan,Jenny Lewis,Natalija Nogulich,Alan Blumenfeld,Constance McCashin,Brent Jennings,Carol Kane,Lauren Woodland,Armin Shimerman,Murray Rubin,James Naughton"
1000341608,Rectify,2013-04-22,4.0,TV-14,Drama,"After 19 years in prison for the rape and murder of his girlfriend, Daniel Holden (Aden Young) is released due to DNA evidence. His return home brings new challenges including new family members and a divided community.",60.0,Sentenced to die. Condemned to live.,88.0,66,Universal acclaim,87,1174,Universal acclaim,Ray McKinnon,"Gran Via Productions,Zip Works,SundanceTV,Film1 Sundance Channel,Sky Atlantic HD",,"Ray McKinnon,Kate Powers,Scott Teems,Coleman Herbert,Chad Feehan,Graham Gordy","Aden Young,Abigail Spencer,J. Smith-Cameron,Adelaide Clemens,Clayne Crawford,Luke Kirby,Jake Austin Walker,Bruce McKinnon,JD Evermore,Sean Bridgers,Michael O'Neill,Sharon Conley,Linds Edwards,Robin Mullins,Kim Wall,Jayson Warner Smith,John Boyd West,Caitlin FitzGerald,Johnny Ray Gill,Stuart Greer"
1000337804,Sherlock,2010,4.0,TV-14,"Crime,Drama,Mystery,Thriller","This three-part series retells the tale of England's most celebrated detective but in a modern-day setting, with Benedict Cumberbatch and Martin Freeman taking the leads as Sherlock Holmes and Dr John Watson respectively.",90.0,The Game is On,88.0,67,Universal acclaim,87,3708,Universal acclaim,"Mark Gatiss,Steven Moffat","Hartswood Films,BBC Wales,Masterpiece Theatre,Crackle,2 Entertain Video,2 Entertain Video,3Sat,3sat,3sat,AXN,Amazon Prime Video,Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland (ARD),Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland (ARD),BBC One,BR Fernsehen,Bayerischer Rundfunk (BR),British Broadcasting Corporation (BBC),CBC Gem,CNBC-e,Canvas,Danmarks Radio (DR),Das Erste,Disney+,Dutch FilmWorks (DFW),Dutch FilmWorks (DFW),Dutch FilmWorks (DFW),Dutch FilmWorks (DFW),Dutch FilmWorks (DFW),Dutch FilmWorks (DFW),EinsPlus,Einsfestival,Feelgood Entertainment,France 4,Google Play,HBO Max,Hessischer Rundfunk (HR),KVH Media Group,Katholieke Radio Omroep (KRO),MDR Fernsehen,MagentaTV,Magyar Televízió,Max,Mitteldeutscher Rundfunk (MDR),NDR Fernsehen,NHK,Netflix,Netflix,Nine Network Australia,Norddeutscher Rundfunk (NDR),Norsk Rikskringkasting (NRK),ONE,ORF 1,OTE Cinema,Perviy Kanal,Pluto TV,Polyband & Toppic Video / WVG,Polyband & Toppic Video / WVG,Polyband,Polyband,Polyband,Public Broadcasting Service (PBS),Puls 4,RBB Fernsehen,Rundfunk Berlin-Brandenburg (RBB),SRF 1,SRF zwei,SWR Fernsehen,Sveriges Television (SVT),Südwestrundfunk (SWR),TLC,Videoload,WDR Fernsehen,Westdeutscher Rundfunk (WDR),Yleisradio (YLE),hr-fernsehen,iTunes,Österreichischer Rundfunk (ORF),Milk VFX,Retro-juice Productions","Paul McGuigan,Nick Hurran,Jeremy Lovering,Rachel Talalay,Benjamin Caron,Douglas Mackinnon","Mark Gatiss,Steven Moffat,Arthur Conan Doyle,Steve Thompson","Benedict Cumberbatch,Martin Freeman,Una Stubbs,Rupert Graves,Louise Brealey,Mark Gatiss,Andrew Scott,Amanda Abbington,Jonathan Aris,Vinette Robinson,Tanya Moodie,Lindsay Duncan,Yasmine Akram,Sian Brooke,David Nellist,Simon Kunz,Wanda Ventham,Timothy Carlton,Lisa McAllister,Zoe Telford"
1000366675,The Responder,2022-01-24,2.0,TV-MA,"Crime,Drama,Thriller","Working as a Liverpool police officer has taken a toll on Chris Carson's (Martin Freeman) marriage as he gets a new partner, tries to help a young addict (Emily Fairn), and sees a therapist in the British drama series created by Tony Schumacher.",57.0,,88.0,13,Universal acclaim,71,51,Generally favorable,Tony Schumacher,"Dancing Ledge Productions,British Broadcasting Corporation (BBC),Liverpool Film Office,Fremantle,British Broadcasting Corporation (BBC),Dazzler Media,Dazzler Media,BBC iPlayer,BritBox,Disney+,KRO-NCRV,Polyband,Polyband,SBS on Demand,Special Broadcasting Service (SBS),Sveriges Television (SVT),Yleisradio (YLE),myLum","Tim Mielants,Fien Troch,Jeanette Nordahl,Mounia Akl,Charlotte Regan,Philip Barantini",Tony Schumacher,"Martin Freeman,Romi Hyland-Rylands,Adelayo Adedayo,Mark Womack,Josh Finan,Emily Fairn,Philip Shaun McGuinness,Warren Brown,MyAnna Buring,Faye McKeever,Philip Barantini,Amaka Okafor,Lois Cringle,Matthew Cottle,Bernard Hill,Adam Nagaitis,Izuka Hoyle,Ian Puleston-Davies,Ian Hart,Jude Cooper-Kelly"
1000300178,Freaks and Geeks,1999-09-25,1.0,TV-14,"Comedy,Drama","The universal experience of teenagehood as lived by the regular old freaks and geeks in a Michigan high school, circa 1980, is the subject of this wistful comedy-drama executive-produced by Emmy-winner Judd Apatow and series creator Paul Feig. Revolving around the lives of freak and geek siblings Lindsay and Sam Weir (Linda Cardellini, John Daley), the show includes the everyday fears, humiliations and little triumphs of adolescents past, present and, no doubt, future,too. For sophomore Lindsay, life is getting difficult. Jolted by the death of her grandmother, she dons her dad's old Army jacket and fights the one-girl battle of McKinley High. The allure of being a champion ""mathlete"" is losing its appeal, and her goals of college and career feel somehow irrelevant. She's alienated. Luckily, though, she's not really alone. Drifting away from her studious friends, she finds herself increasingly drawn to others like her, the ""freaks"" who ' refuse to accept the status quo. Among them are Daniel (James Franco), a friendly but also a  dangerous guy who seems to like Lindsay, as does his bud Nick (Jason Segel), who dreams of stardom as a rock-and-roll drummer a la Led Zeppelin's Jon Bonham. Then there's Ken (Seth Rogen), an acerbic rebel, and Kim (Busy Philipps), a tough girl who doesn't go easy on Lindsay. Meanwhile, Lindsay's freshman brother Sam navigates high school like a mouse in a maze. Threatened at every turn, and attracted to an unattainable cheerleader, Sam faces his own set of obstacles. But he has good friends. Sure, they're ""geeks,"" but so is Sam. There's Neal (Samm Levine), a wise-acre, sci-fi loving geek, and bespectacled Bill (Martin Starr), a classic looking nerd who's unfortunately not as brainy as he appears. On the homefront, Lindsay and Sam suffer through the good intentions of their overbearing mom (Becky Ann Baker) and their hardwired dad Joe Flaherty), who turns every teen issue into a matter of life and death. Unfortunately the show was canceled after only 12 episodes had aired, this was due to the poor ratings obtained. A fan-led campaign caused NBC to broadcast three more episodes in July 2000, but these would not be seen until September of that year when the cable channel Fox Family aired them in syndication.",45.0,It's 1980 and this is what high school was like for the rest of us.,88.0,26,Universal acclaim,89,199,Universal acclaim,Paul Feig,"Apatow Productions,DreamWorks Television,National Broadcasting Company (NBC),Amazon Prime Video,CNBC-e,Independent Film Channel (IFC),Nelonen,Net5,Netflix,Netflix,Netflix,Nippon Television Network (NTV),Paramount Television,Paramount+,Pluto TV,Shout! Factory,Shout! Factory,Shout! Factory,Österreichischer Rundfunk (ORF)","Jake Kasdan,Judd Apatow","Paul Feig,Judd Apatow,Mike White,Patty Lin,J. Elvis Weinstein,Gabe Sachs,Bob Nickman","Linda Cardellini,John Francis Daley,James Franco,Samm Levine,Seth Rogen,Jason Segel,Martin Starr,Becky Ann Baker,Joe Flaherty,Busy Philipps,Jerome Elston Scott,Steve Bannos,Dave Allen,Sarah Hagan,Jerry Messing,Natasha Melnick,Stephen Lea Sheppard,Chauncey Leopardi,Cynthia Windham,Tom Wilson"
1000358447,Barry,2018-03-25,4.0,TV-MA,"Action,Comedy,Crime,Drama",Low-level hitman Barry (Bill Hader) travels to Los Angeles to kill an would-be actor and finds his calling may actually be to act in this comedy from Hader and Alec Berg.,30.0,A hitman searching for some direction. (Season 1),88.0,86,Universal acclaim,84,847,Universal acclaim,"Alec Berg,Bill Hader","Alec Berg Productions,Hanarply,Home Box Office (HBO),24TV,Amediateka,British Sky Broadcasting (BSkyB),Dizimax Comedy,HBO España,HBO Home Entertainment,HBO Max,IVI,KINO1TV,KION,NTV-PLUS Online TV,OKKO,Sky Atlantic HD,TOD,WINK,Ziggo Movies & Series XL",Bill Hader,"Alec Berg,Bill Hader,Duffy Boudreau,Emma Barrie,Taofik Kolade,Nicky Hirschhorn","Bill Hader,Stephen Root,Sarah Goldberg,Anthony Carrigan,Henry Winkler,D'Arcy Carden,Michael Irby,Rightor Doyle,Darrell Britt-Gibson,Andy Carey,Alejandro Furth,Kirby,Sarah Burns,John Pirruccello,Jessy Hodges,Nick Gracer,Turhan Troy Caylak,Andrew Leeds,Robert Wisdom,Gary Kraus"
1000365781,Muhammad Ali,2021-09-19,1.0,,"Documentary,Biography,History,Sport","The four-part Ken Burns documentary about the life and career of the three-time heavyweight boxing champion features archival footage, photographs, and interviews with journalists, boxers, historians, as well as friends and family of Ali.",111.0,Bigger than boxing. Larger than life.,88.0,9,Universal acclaim,53,20,Mixed or average,,"Florentine Films,Public Broadcasting Service (PBS),WETA,Public Broadcasting Service (PBS),ARTE Mediathek,ARTE,ARTE,PBS International,Public Broadcasting Service (PBS),Yleisradio (YLE)","Ken Burns,Sarah Burns,David McMahon","Sarah Burns,David McMahon","Gerald Early,Todd Boyd,Salim Muwakkil,Jerry Izenberg,Jonathan Eig,Walter Mosley,Michael Bentt,Dave Kindred,David Remnick,Rasheda Ali,Keith David,Khalilah Camacho Ali,Gene Kilroy,Bob Arum,Larry Holmes,Rahman Ali,Robert Lipsyte,Sherman Jackson,Howard Bryant,Lowell K. Riley"
1000300118,Malcolm in the Middle,2000-01-09,7.0,TV-PG,"Comedy,Drama,Family","Created and executive-produced by Emmy Award-winning writer Linwood Boomer, this inventive half-hour series is seen through the eyes of MALCOLM (Frankie Muniz), a regular high school kid trying to navigate his way through life despite the various obstacles thrown in his way – a complete misunderstanding of girls, the constant burden of masterminding plans to get himself and his brothers into or out of trouble, and a miserable job at the Lucky Aide… not to mention a severe case of teen angst.

Although Malcolm has a genius IQ, he can't seem to make sense of the opposite sex, much less his embarrassing family. Lois (Jane Kaczmarek) is the outspoken, opinionated mom, who still manages to rule the roost even though her boys are growing wise to her crafty ways. Hal (Bryan Cranston), a dad who is just a bumbling, big kid at heart, often finds himself creating more chaos than his five boys combined. Reese (Justin Berfield) has mastered the art of a perfect blank stare, and makes up for his lack of intelligence with deviance.

Francis (Christopher Masterson), Malcolm's oldest and favorite brother, is willing to move from Alabama to Alaska to New Mexico – as long as its keeps him from moving back home. Dewey (Erik Per Sullivan), no longer the youngest, has learned his tricks from the best and often pulls the wool right over his brothers' eyes. And then there's Jamie, the newest member … and family scapegoat.

Timeslot History on Fox and Global

January  2000 - July 2002 .... Sundays, 8:30pm
August 2002 - October 2004 .... Sundays, 9:00pm November 2004 - August 2005 .... Sundays, 7:30pm
September 2005 - January 2006 ... Fridays, 8:30pm
January 2006 - Present .... Sundays, 7:00pm",22.0,,88.0,26,Universal acclaim,87,361,Universal acclaim,Linwood Boomer,"Satin City Productions,New Regency Productions,Fox Television Studios,Fox Network,20th Century Fox Home Entertainment,20th Century Fox Television,3+,4music,5*,6ter,AB1,Alive Vertrieb und Marketing,Amazon Prime Video,BBC Two,British Broadcasting Corporation (BBC),CNBC-e,CanWest Global Communications,Canal Fox,Canal Fox,Comedy Central,Comedy Central,Comedy Central,Comedy Central,Comedy Central,Comedy Central+1,Disney+,Disney+,Disney+,Disney+,Disney+,Fox Latin America,Italia 1,M6,Nick at Nite,Nickelodeon Network,Nickelodeon,Nitro,ORF 1,ORF Eins,Paris Première,Premiere Comedy,ProSieben Fun,ProSieben,Rede Record,SRF zwei,Sat.1 Comedy,Schweizer Radio und Fernsehen (SRF),Sky One,Sony Entertainment Television,Star TV,Série Club,TNT Comedy,TNT Comedy,TNT,TV6,TVNOW,TeenNick,Turbine Medien,W9,W9,Walt Disney Television,Warner TV Comedy,Österreichischer Rundfunk (ORF),Look Effects",,"Linwood Boomer,Michael Glouberman,Gary Murphy,Andy Bobrow","Frankie Muniz,Bryan Cranston,Justin Berfield,Erik Per Sullivan,Christopher Masterson,Jane Kaczmarek,Craig Lamar Traylor,David Anthony Higgins,James Rodriguez,Lukas Rodriguez,Emy Coligado,Eric Nenninger,Kenneth Mars,Evan Matthew Cohen,Kyle Sullivan,Gary Anthony Williams,Daniel von Bargen,Catherine Lloyd Burns,Kasan Butcher,Will Jennings"
1000366649,The Curse,2022-02-06,2.0,,"Comedy,Crime,Drama","Big Mick (Tom Davis) and his friends Albert (Allan Mustafa), Sidney (Steve Stamp), and Phil (Hugo Chegwin) plan to steal £50,000 in cash but find gold worth more than £30 million in 1980s East London instead in this British comedy crime drama.

[Premiered originally in the UK on Channel 4 on 6 Feb 2022 and in the US on BritBox on 7 Nov 2022]",30.0,,88.0,7,Universal acclaim,61,16,Generally favorable,,"Shiny Button Productions,Channel 4 Television,Gran Babieka,Channel 4,All4,Channel 4 Television Corporation",James De Frond,"Hugo Chegwin,Steve Stamp,Allan Mustafa,Emer Kenny,James De Frond,Tom Davis","Ambreen Razia,Allan Mustafa,Tom Davis,Emer Kenny,Hugo Chegwin,Steve Stamp,Camille Coduri,Peter Ferdinando,Abraham Popoola,Geoff Bell,Natalie Klamar,Ramon Tikaram,Therese Bradley,Kiell Smith-Bynoe,Jon Culshaw,Michael Smiley,Patri California,José Cerós,Edmund Dehn,Clive Kneller"
1000352931,Master of None,2015-11-06,3.0,TV-MA,"Comedy,Drama","30-year-old Dev (Aziz Ansari) is a New York actor who has no idea what he wants in the comedy that will includes guest appearances from Claire Danes, Noah Emmerich and Ansari's parents.",30.0,This is Dev. He has a lot of questions.,87.0,73,Universal acclaim,78,968,Generally favorable,"Aziz Ansari,Alan Yang","3 Arts Entertainment,Universal Television,Alan Yang Pictures,Fremulon,Master Key Production,Oh Brudder Productions,Netflix,Netflix,Netflix,Netflix,The Molecule",Aziz Ansari,"Aziz Ansari,Alan Yang,Cord Jefferson","Aziz Ansari,Eric Wareheim,Lena Waithe,Noël Wells,Kelvin Yu,Alessandra Mastronardi,Naomi Ackie,Shoukath Ansari,Bobby Cannavale,H. Jon Benjamin,Todd Barry,Fatima Ansari,Riccardo Scamarcio,Danielle Brooks,Ilfenesh Hadera,Rachel Sophia-Anthony,Nicoló Ambrosio,Dola Rashad,Clem Cheung,Angela Bassett"
1000359675,Back to Life,2019-04-15,2.0,TV-MA,"Comedy,Drama",The BBC comedy series written by Daisy Haggard and Laura Solon finds Miri Matteson (Daisy Haggard) returning to her hometown after 18 years in prison and trying to start over again.,30.0,"Freed from prison, sentenced to small town life",88.0,20,Universal acclaim,69,63,Generally favorable,Daisy Haggard,"Two Brothers Pictures,Showtime Networks,ARTE,ARTE,British Broadcasting Corporation (BBC),Das Erste,Disney+,Disney+,Filmin,Filmin,ONE,RBB Fernsehen,Special Broadcasting Service (SBS),Yleisradio (YLE),hr-fernsehen","Chris Sweeney,Ella Jones","Daisy Haggard,Laura Solon","Daisy Haggard,Geraldine James,Richard Durden,Adeel Akhtar,Christine Bottomley,Jamie Michie,Jo Martin,Lizzy McInnerny,Liam Williams,Imogen Gurney,Adrian Edmondson,Frank Feys,Juliet Cowan,Keir Charles,Hebe Bartlett,Sarah Lam,Thea Achillea,Souad Faress,Celia Henebury,Meera Syal"
1000359404,Springsteen on Broadway,2018-12-16,,TV-MA,"Documentary,Music","The Boss tells personal stories and plays acoustic versions of some of his songs in his one-man show at Broadway's Walter Kerr Theatre filmed July 17 and 18, 2018.",153.0,,87.0,8,Universal acclaim,70,6,Generally favorable,,"Thrill Hill Productions,Netflix",Thom Zimny,Bruce Springsteen,"Bruce Springsteen,Patti Scialfa"
1000367605,Baby Reindeer,2024-04-11,1.0,TV-MA,"Biography,Comedy,Drama",Struggling comedian Donny Dunn (Richard Gadd) doesn't report his stalker Martha (Jessica Gunning) right away in the dramedy series based on Gadd's one-man play about his own experience with a stalker.,30.0,a captivating true story,88.0,18,Universal acclaim,73,313,Generally favorable,,"Clerkenwell Films,Netflix,Netflix,Netflix","Weronika Tofilska,Josephine Bornebusch",Richard Gadd,"Richard Gadd,Jessica Gunning,Nava Mau,Michael Wildman,Danny Kirrane,Nina Sosanya,Shalom Brune-Franklin,Thomas Coombes,Mark Lewis Jones,Amanda Root,Alexandria Riley,Tom Goodman-Hill,Tom Durant Pritchard,Hugh Coles,Josh Finan,Jim Caesar,Miya Ocego,Laura Smyth,Leah MacRae,Leroy Brito"
1000351955,Catastrophe,2015-01-19,4.0,TV-MA,Comedy,American Rob Norris (Rob Delaney) decides to return to England to be with Sharon Morris (Sharon Horgan) after learning she is pregnant after their short affair.,25.0,,87.0,47,Universal acclaim,80,319,Generally favorable,"Rob Delaney,Sharon Horgan","Avalon Television,Birdbath Productions,Merman,Amazon Instant Video,Channel 4,Amazon Studios,Amazon Prime Video,Amazon Prime Video,BBC First,Disney+,Film1 Drama,Film1 Sundance Channel,Yleisradio (YLE)","Ben Taylor,Jim O'Hanlon","Rob Delaney,Sharon Horgan","Sharon Horgan,Rob Delaney,Mark Bonnar,Ashley Jensen,Daniel Lapaine,Johnathan Forbes,Seeta Indrani,Dexter Hyman,Sonny Hyman,Frances Tomelty,Marta Barrio,Sarah Niles,Douglas Hodge,Gary Lilburn,Eileen Walsh,Amanda Hale,Carrie Fisher,Tobias Menzies,Lauren Socha,Serena Evans"
1000360427,Lenox Hill,2020-06-10,1.0,TV-MA,"Documentary,Biography",The eight-part docuseries follows four doctors at New York's Lenox Hill Hospital over an 18-month period as they juggle their personal lives while trying to save lives.,50.0,,87.0,8,Universal acclaim,84,48,Universal acclaim,,"Netflix Studios,Yulari Films,Netflix,Netflix,Netflix","Adi Barash,Ruthie Shatz","Adi Barash,Ruthie Shatz","David Langer,John Boockvar,Mirtha Macri,Amanda Little-Richardson,Sherese Fralin,Jodi Boockvar,Rafael Ortiz,Antonio Almonte,Drew Rosenthal,Nancy B. Lipsitz,Rose Belfort-Priester,Charles Carpati,Cathy Fogarty,Jill Kalman,Alex Hellinger,Glen Trachtenberg,Linda Kirschenbaum"
