id,title,releaseDate,seasonCount,rating,genres,description,duration,tagline,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,created_by,production_companies,director,writer,top_cast
1000301494,Hex,2004-10-17,2.0,TV-14,"Comedy,Drama,Fantasy,Horror,Romance","Cassie yearns to be popular and liked at her school. She wishes she was in the ""in-crowd""; however, she goes about unnoticed in school everyday. The only girl who truly notices her is her best friend Thelma. For some strange reason though, Cassie feels like she is being followed by a man. This, however, is only the beginning of her problem.",105.0,Bloody. Hell.,66.0,10,Generally favorable,60,6,Mixed or average,,"Shine,Sony Pictures Television International,Columbia TriStar Home Video,British Sky Broadcasting (BSkyB),Sky One,Space,AXN,AXN,AXN,AXN,AXN,RTL Klub Televízió,Chiller,FEM3,SuperTV2,Millennium FX","Brian Grant,Andy Goddard,Julian Murphy","Lucy Watkins,Julian Jones,Jake Michie,Peter Tabern","Jemima Rooper,Jamie Davis,Amber Sainsbury,Colin Salmon,Laura Pyper,Jemima Abey,Michael Fassbender,Samuel Collings,Anna Wilson-Jones,Joseph Beattie,Christina Cole,Sam Troughton,Joseph Morgan,Ronan Vibert,Katrine De Candole,Zoë Tapper,Laura Donnelly,Anatole Taubman,Nicolas Chagrin,Geraldine James"
1000366975,Survival of the Thickest,2023-07-13,3.0,TV-MA,Comedy,Newly single assistant fashion stylist Mavis (Michelle Buteau) seeks to start over and find success with the help of her best friends Khalil (Tone Bell) and Marley (Tasha Smith) in this comedy series inspired by Buteau's book of the same name.,28.0,Thick Girls Are Having a Mo'ment.,66.0,9,Generally favorable,55,10,Mixed or average,"Michelle Buteau,Danielle Sanchez-Witzel","A24 Television,A24,Henry's International Cuisine,Mosaic,Netflix,Netflix",,"Michelle Buteau,Danielle Sanchez-Witzel,Hillary Handelsman,E.R. Fightmaster","Tone Bell,Michelle Buteau,Tasha Smith,Marouane Zotti,Peppermint,Liza Treyger,Becca Blackwell,Anthony Michael Lopez,Anissa Felix,Jerrie Johnson,Garcelle Beauvais,Alecsys Proctor-Turner,Taylor Selé,Tika Sumpter,Allan K. Washington,Donovan Louis Bazemore,Solomon Georgio,Hassan Johnson,Jonathan Higginbotham,Rojo Perez"
1000300514,Star Trek: Enterprise,2001-09-25,4.0,TV-PG,"Action,Adventure,Drama,Sci-Fi","""It's Good to be Home.""Star Trek: Enterprise is the latest entry in the Star Trek saga and takes place during the mid-22nd century. Under the command of Captain Jonathan Archer, the crew of the first warp five starship (the Enterprise NX-01) begin to explore the galaxy. As their mission progresses, the crew encounter familiar races like the Klingons and Andorians as well as some new ones.Starting in the first episode, the Enterprise crew discover their time has become a front in the mysterious Temporal Cold War. They sometimes find themselves up against the Suliban, an aggressive race that is apart of a faction of the war and given orders by an unknown being from the future. In the second season finale, things take a deadly turn when an alien race named the Xindi attack Earth. With the Xindi preparing another attack and humanity facing destruction, the Enterprise crew have only one option. The third season sees the crew searching the mysterious Delphic Expanse for the Xindi and trying to stop them before their next attack. The fourth season has the crew back home and opening up brand new adventures, one with special guest Brent Spiner. As of season four, T'Pol has officially left the Vulcan High Command and joined Starfleet Command, she has been promoted to Commander.The theme tune for Enterprise is titled ""Faith of the Heart"", performed by Russell Watson and written by Diane Warren.",60.0,Before Janeway...and Picard...before Spock...and Kirk...the Star Trek saga began.,66.0,18,Generally favorable,74,229,Generally favorable,"Rick Berman,Brannon Braga,Gene Roddenberry","Braga Productions,Paramount Network Television,Paramount Television,Rick Berman Productions,United Paramount Network (UPN),Paramount Pictures,Chum Television,CBS Paramount Domestic Television,CBS Paramount International Television,Channel 4 Television Corporation,Sky One,TV6,HDNet,Heroes & Icons (H&I),KANAALTWEE,Netflix,Paramount Home Entertainment,Super Channel,Veronica,Virgin 1,CIS Hollywood,Complete Post,Black Pool Studios,Eden FX,Foundation Imaging,Illusion Arts,Strange Engine,4-Ward Productions,Anatomorphex,Blue Sky/VIFX,Cinesite (Hollywood),Compound Eye,Digital Magic Company,Digital Muse,Fantasy II Film Effects,Hunter/Gratzner Industries,Image G,Light Matters Inc.,Makeup Effects Laboratories,Manex Visual Effects (MVFX),Newkirk Special Effects,Pacific Ocean Post,Pacific Titles & Optical,Pixel Liberation Front,Riot,Video Image,Vision Crew Unlimited",,"Rick Berman,Brannon Braga,Manny Coto,Gene Roddenberry,André Bormanis,Mike Sussman","Scott Bakula,John Billingsley,Jolene Blalock,Dominic Keating,Anthony Montgomery,Linda Park,Connor Trinneer,Alexandrea Ortiz,Solomon Burke Jr.,Jef Ayres,Vaughn Armstrong,Duncan K. Fraser,Louis Ortiz,Gary Graham,Randy Oglesby,Jeffrey Combs,Rick Worthy,Tucker Smallwood,Matt Winston,Scott MacDonald"
1000339546,Scandal,2012-04-05,7.0,TV-14,"Drama,Thriller","A former White House communications director, Olivia Pope (Kerry Washington) now runs her own crisis management firm, helping clients fix potential career-ending problems. ",43.0,The secret is out.,66.0,33,Generally favorable,73,426,Generally favorable,Shonda Rhimes,"ABC Studios,Shondaland,American Broadcasting Company (ABC),Citytv,Disney+,DiziMax,FOX Life,Liv,More4,Net5,Seven Network,Super RTL,Universal Channel,WOWOW Prime,Walt Disney Studios Home Entertainment,Walt Disney Studios Home Entertainment,Walt Disney Studios Home Entertainment,Walt Disney Studios Home Entertainment,Walt Disney Studios Home Entertainment",,"Shonda Rhimes,Paul William Davies","Kerry Washington,Darby Stanchfield,Katie Lowes,Guillermo Diaz,Jeff Perry,Joshua Malina,Bellamy Young,Tony Goldwyn,Scott Foley,Joe Morton,George Newbern,Cornelius Smith Jr.,Portia de Rossi,Columbus Short,Kate Burton,Erica Shaffer,Brian Letscher,Dan Bucatinsky,Jay Jackson,Kimrie Lewis"
1000368070,The Stolen Girl,2025-04-16,1.0,TV-MA,"Drama,Mystery,Thriller","Elisa Blix's (Denise Gough) searches for her missing daughter, Lucia, who appears to have been kidnapped by a classmate's mother (Holliday Grainger) in the Catherine Moulton adaptation of the novel ""Playdate"" by Alex Dahl.

[Premieres in the US on Freeform and in the UK on Disney+ [UK] on 16 Apr 2025]",,Disappearances can be deceptive.,66.0,9,Generally favorable,57,12,Mixed or average,,"Quay Street Productions,Brightstar,Disney+,Freeform,Disney+,Hulu",Eva Husson,"Catherine Moulton,Eva Husson,Conrad Hamilton,Alex Dahl","Denise Gough,Holliday Grainger,Beatrice Campbell,Jim Sturgess,Ambika Mod,Robyn Betteridge,Bronagh Waugh,Michael Workeye,Paulie Bovingdon,Xavier Samuel,Layo-Christina Akinlude,Lisa Bowerman,Kerry Fox,Charlie Oscar,Gaspard Thiekaro,Thierry René,Kadiesha Belgrave,Andy Sellers,Forrest Bothwell,Finnegan Oldfield"
1000303065,Star Wars: The Clone Wars,2008-10-03,7.0,TV-PG,"Animation,Action,Adventure,Drama,Fantasy,Sci-Fi","Star Wars: The Clone Wars is the latest animated series in the Star Wars franchise to hit the small screen. The series takes place in between the films Star Wars Episode II: Attack of the Clones and Star Wars Episode III: Revenge of the Sith. Anakin Skywalker, Obi-Wan Kenobi, Padmé Amidala, Yoda, Chancellor Palpatine and General Grievous are all back in this new series.

The introduction to the series is a feature length film released in theaters August 15th, 2008 in the US. This will be the first Star Wars film in 3-D animation to be in theaters. Twenty-two episodes have been ordered for the first and second seasons.

Broadcast History:
""Star Wars: The Clone Wars premiered with two back-to-back episodes on October 3, 2008 at 9:00pm (ET) on Cartoon Network. Repeat episodes aired at 8:30pm (ET), directly before new episodes premiere at 9:00pm. Episodes continued to premiere at 9:00pm (ET) until the end of season.

The second season premiered with two back-to-back episodes on October 2, 2009 at 8:00pm (ET) on Cartoon Network. This season is also known as ""Rise of the Bounty Hunters."" On November 13, 2009 new episodes began premiering at 9:00pm (ET). New episodes currently air Fridays at 9:00pm (ET).",23.0,,66.0,21,Generally favorable,87,1104,Universal acclaim,George Lucas,"CGCG,Cartoon Network,Lucasfilm Animation Singapore,Lucasfilm Animation,Lucasfilm,Cartoon Network,Netflix,Disney+,Adult Swim,Cartoon Network,DR Ramasjang,DR Ultra,Disney+,Disney+,NHK,Netflix,RTL Entertainment,TV2 Danmark,Trifecta Entertainment and Media,Walt Disney Studios Home Entertainment,Warner Home Video,Warner Home Video,Warner Home Video,Warner Home Video,Warner Home Video,Warner Home Video","Dave Filoni,Brian Kalin O'Connell,Steward Lee,Kyle Dunlevy","George Lucas,Henry Gilroy,Drew Z. Greenberg,Scott Murphy,Christian Taylor,Katie Lucas,Dave Filoni,Steven Melching","Tom Kane,Dee Bradley Baker,Matt Lanter,James Arnold Taylor,Ashley Eckstein,Matthew Wood,Corey Burton,Terrence 'T.C.' Carson,Catherine Taber,Stephen Stanton,Ian Abercrombie,Nika Futterman,Phil LaMarr,Anna Graves,David Acord,Sam Witwer,Brian George,Anthony Daniels,Robin Atkin Downes,Julian Holloway"
1000366963,D.I. Ray,2022,2.0,TV-MA,"Crime,Drama,Mystery","British South Asian Detective Inspector Rachita Ray (Parminder Nagra) investigates homicides in Birmingham in this crime drama written by Maya Sondhi and executive produced by Jed Mercurio. 

[Premiered originally in the UK on ITV on 2 May 2022 and in the US on PBS on 9 Jul 2023]",45.0,,65.0,10,Generally favorable,0,1,,Maya Sondhi,"Creative England,HTM Productions,Fix FX","Nirpal Bhogal,Audrey Cooke,Nicole Volavka,Alex Pillai","Maya Sondhi,Sarah Deane","Parminder Nagra,Steve Oram,Gemma Whelan,Peter Bankolé,Sam Baker-Jones,Ian Puleston-Davies,Witney White,Lauren Drummond,Michael Socha,Patrick Baladi,Jamie Bamber,Naomi Yang,Syreeta Kumar,Jessica Temple,Taha Rahim,Dinita Gohil,Cian Barry,Priyasasha Kumari,Shobu Kapoor,Tamla Kari"
1000358637,C.B. Strike,2017-08-27,7.0,TV-MA,"Crime,Drama,Mystery,Thriller","Cormoran Strike is a war veteran-turned-private detective in this series based on the novels written by J.K. Rowling under the pseudonym Robert Galbraith. 

It was released in the UK on BBC One under the name Strike with the first three stories (The Cuckoo's Calling, The Silkworm and Career of Evil) split into three seasons, while as one entire season on HBO. Lethal White was Season 4 on BBC One and HBO's second season, Troubled Blood was Season 5 on BBC One and HBO's third season, and The Ink Black Heart was Season 6 on BBC One and HBO's fourth season.",60.0,The ink black heart.,65.0,28,Generally favorable,64,33,Generally favorable,,"British Broadcasting Corporation (BBC),Bronte Film and TV,Cinemax,BBC One,DiziMax,HBO Latin America,HBO Max,Home Box Office (HBO),Star Channel,Warner Bros. Home Entertainment,Warner Home Video,Double Negative (DNEG),Lexhag VFX",Susan Tully,"J.K. Rowling,Tom Edge","Tom Burke,Holliday Grainger,Kerr Logan,Jack Greenlees,Ruth Sheen,Caitlin Innes Edwards,Natasha O'Keeffe,Christina Cole,Killian Scott,Sarah Sweeney,Samuel Oatley,Ian Redford,Ben Crompton,Ann Akinjirin,Stephen Hagan,Suzanne Burden,Sophie Ward,Nick Blood,Emma Fielding,Adam Long"
1000366437,Showtrial,2021-10-31,2.0,,"Crime,Drama,Mystery,Thriller","Attorney Cleo Roberts (Tracy Ifeachor) must defend Talitha Campbell (Céline Buckens), the arrogant daughter of a property developer who is arrested for the murder of a fellow student in the British drama anthology series created by Ben Richards.

[Premiered originally in the UK on BBC One on 31 Oct 2021 and in the US on 21 Jul 2022]",60.0,,65.0,10,Generally favorable,53,8,Mixed or average,,"British Broadcasting Corporation (BBC),ITV Studios,World Productions,Sundance Now,BBC One,British Broadcasting Corporation (BBC),ITV Studios Global Entertainment,Yleisradio (YLE)","Zara Hayes,Julia Ford",Ben Richards,"Adeel Akhtar,Nathalie Armin,Celine Buckens,Joseph Payne,Michael Socha,Joe Dempsie,Fisayo Akinade,Zoe Telford,Kerr Logan,Nina Toussaint-White,Tracy Ifeachor,Ali Khan,John Light,Sinéad Keenan,Anna Wilson-Jones,Lolita Chakrabarti,Sharon D. Clarke,James Frain,Rupert Holliday-Evans,Christopher Hatherall"
1000361915,Kung Fu (2021),2021-04-07,3.0,TV-14,"Action,Adventure,Drama","Nicky Shen (Olivia Liang) drops out of college to go to a Shaolin monastery in China. When she returns home to San Francisco, she finds crime running rampant and begins using her skills to help her community in this reimagining of the 1970s series of the same name.",,Her past is her future.,65.0,10,Generally favorable,63,44,Generally favorable,Ed Spielman,"Quinn's House,Berlanti Productions,Kinga Productions,Warner Bros. Television,Studio Distribution Services (SDS),Studio Distribution Services (SDS),TNT,The CW Network (The CW),Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Phantom-FX",,"Christina M. Kim,Ed Spielman,Herman Miller,John Bring,Melissa Rundle","Olivia Liang,Kheng Hua Tan,Eddie Liu,Shannon Dang,Jon Prasida,Gavin Stenhouse,Vanessa Kai,Tzi Ma,Tony Chung,Yvonne Chapman,JB Tadena,Marissa Cuevas,Vanessa Yao,Kee Chan,Ludi Lin,Ben Levin,Annie Q. Riegel,Donald Heng,Jennifer Khoe,Kim Rhodes"
1000365296,Friends: The Reunion,2021-05-27,,TV-14,"Documentary,Biography,Comedy,History","The cast of ""Friends"" return to the original soundstage where they filmed the series to reminisce and test their knowledge of the show against each other in the special that also includes appearances from David Beckham, Justin Bieber, BTS, James Corden, Cindy Crawford, Cara Delevingne, Lady Gaga, Elliott Gould, Kit Harington, Larry Hankin, Mindy Kaling, Thomas Lennon, Christina Pickles, Tom Selleck, James Michael Tyler, Maggie Wheeler, Reese Witherspoon and Malala Yousafzai.",104.0,The One Where They Get Back Together,65.0,31,Generally favorable,73,31,Generally favorable,,"Bright/Kauffman/Crane Productions,Fulwell 73,HBO Max,Warner Bros. Television,Warner Horizon Unscripted Television,HBO Max,Binge,CTV Television Network,Crave,HBO Go,NOW TV,NOW TV,SBS6,Sky Deutschland,Sky One,Sky One,Sky One,TF1,TFX,U-Next,Zee5","Russell Norman,Ben Winston","David Crane,Marta Kauffman","Jennifer Aniston,Courteney Cox,Lisa Kudrow,Matt LeBlanc,Matthew Perry,David Schwimmer,James Corden,Justin Bieber,Cindy Crawford,Cara Delevingne,Lady Gaga,Elliott Gould,Larry Hankin,Thomas Lennon,Christina Pickles,Tom Selleck,James Michael Tyler,Maggie Wheeler,David Beckham,BTS"
1000346683,Sons of Liberty,2015-01-25,1.0,TV-14,"Drama,History","As young men, Sam Adams (Ben Barnes), John Adams (Henry Thomas), Paul Revere (Michael Raymond-Jame), John Hancock (Rafe Spall), and Dr. Joseph Warren (Ryan Eggold) join forces to as the Sons of Liberty to try to start a revolution in this three-part miniseries.",90.0,,65.0,16,Generally favorable,63,24,Generally favorable,,"Stephen David Entertainment,History Channel,A+E Studios,Icon Films,History Channel,FOX,History,Special Broadcasting Service (SBS),Brainstorm Digital",Kari Skogland,"Stephen David,David C. White,Kari Skogland,Jordan Rosenblum,Zachary Herrmann,Kirk Ellis","Ben Barnes,Marton Csokas,Ryan Eggold,Henry Thomas,Michael Raymond-James,Rafe Spall,Jason O'Mara,Dean Norris,Shane Taylor,Emily Berrington,Kevin Ryan,Diarmaid Murtagh,Darren Connolly,John Heffernan,Radu Iacoban,David Lipper,Andrew Pleavin,Denis Stefan,Cristian Tanase,Sean Gilder"
1000366533,Tell Me Lies,2022-09-07,3.0,TV-MA,Drama,The eight-year relationship between Lucy Albright (Grace Van Patten) and Stephen DeMarco (Stephen DeMarco) becomes more toxic over the years in this adaptation of Carola Lovering's novel of the same name.,49.0,You Never Forget Your Worst.,65.0,14,Generally favorable,55,19,Mixed or average,,"20th Television,Belletrist,Rebelle Media,Refinery29,Vice Studios,Hulu,Disney+,Disney+,Disney+",,"Meaghan Oppenheimer,Carola Lovering","Grace Van Patten,Jackson White,Catherine Missal,Spencer House,Sonia Mena,Branden Cook,Alicia Crowder,Benjamin Wadsworth,Tom Ellis,Gabriella Pession,Edmund Donovan,Natalee Linez,Thomas Doherty,Katherine Hughes,Tyriq Withers,Taia Sophia,Jacob Rodriguez,Jade Fernandez,Emily Meade,Costa D'Angelo"
1000366411,Loot,2022-06-24,3.0,TV-MA,Comedy,"Newly single and now billionaire Molly Novak (Maya Rudolph) looks to be more involved with her charity foundation run by Sofia Salinas (Mj Rodriguez) with the help of her assistant Nicholas (Joel Kim Booster), accountant Arthur (Nat Faxon) and her cousin Howard (Ron Funches) in this comedy from Matt Hubbard and Alan Yang.",25.0,,65.0,27,Generally favorable,46,35,Mixed or average,"Matt Hubbard,Alan Yang","Apple TV+,Banana Split Projects,Sunset Supplies,Universal Television,Apple TV+,Ingenuity Studios",,"Matt Hubbard,Alan Yang,Maggie Sheridan,Nick Lehmann","Maya Rudolph,Michaela Jaé (MJ) Rodriguez,Joel Kim Booster,Ron Funches,Nat Faxon,Stephanie Styles,Meagen Fay,Adam Scott,Ana Rey,Olivier Martinez,X Mayo,O-T Fagbenle,David Chang,Hayley Magnus,Amber Chardae Robinson,D'Arcy Carden,Zane Phillips,Dylan Gelula,Ana Gasteyer,Dan Sachoff"
1000366478,The Sandman,2022-08-05,2.0,TV-MA,"Drama,Fantasy,Horror,Mystery,Sci-Fi",Morpheus/Dream (Tom Sturridge) escapes from a 100+ years sleep and seeks to revive his kingdom in this series adaptation of Neil Gaiman's comic book series of the same name.,45.0,It is never only a Dream.,65.0,42,Generally favorable,60,678,Mixed or average,,"DC Comics,DC Entertainment,Netflix,Phantom Four Films,Purepop,The Blank Corporation,Warner Bros. Television,Netflix,Netflix,Netflix,Netflix,Clear Angle Studios,Distillery VFX,Framestore,Outpost VFX,Proof,Trixter,Union Visual Effects",,"Neil Gaiman,David S. Goyer,Allan Heinberg,Sam Kieth,Mike Dringenberg,Vanessa Benton","Tom Sturridge,Vivienne Acheampong,Patton Oswalt,Nina Wadia,Souad Faress,Dinita Gohil,Boyd Holbrook,Razane Jammal,Vanesu Samunyai,Kirby,Mason Alexander Park,Nicholas Anscombe,Jenna Coleman,Esme Creed-Miles,Ann Skelly,Douglas Booth,Mark Hamill,Asim Chaudhry,Clare Higgins,Stephen Fry"
1000355533,Animal Kingdom,2016-06-14,6.0,TV-MA,"Crime,Drama","The death of 17-year-old Joshua ""J"" Cody's (Finn Cole) mother causes him to  move in with his relatives that includes his grandmother Janine ""Smurf"" Cody (Ellen Barkin), and her sons: Baz (Scott Speedman), Pope (Shawn Hatosy), Craig (Ben Robson), and Deran (Jake Weary), in this drama based on the 2010 Australian film of the same name.",60.0,Bad is bred,65.0,28,Generally favorable,72,126,Generally favorable,,"John Wells Productions,Warner Horizon Television,TNT,DiziMax,Netflix,Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Warner TV",,"Jonathan Lisco,David Michôd,Vanessa Baden","Shawn Hatosy,Ben Robson,Jake Weary,Finn Cole,Ellen Barkin,Leila George,Christina Ochoa,Molly Gordon,Aamya Deva Keroles,Carolina Guerra,Spencer Treat Clark,Scott Speedman,Jon Beavers,Dichen Lachman,Rigo Sanchez,Sohvi Rodriguez,Cody Callahan,Reynaldo Gallegos,Kevin Csolak,Jasper Polish"
1000359452,The Red Line,2019-04-28,1.0,TV-14,"Crime,Drama","Produced by Greg Berlanti and Ava DuVernay, the event series based on creator's Caitlin Parrish play A Twist of Water looks at the impact of the shooting death of an innocent African-American doctor by a white police officer on three families connected to the case: the police officer's (Noel Fisher), the victim's husband (Noah Wyle) and child (Aliyah Royale) and the politician (Emayatzy Corinealdi).",42.0,,65.0,16,Generally favorable,42,22,Mixed or average,"Caitlin Parrish,Erica Weiss","Berlanti Productions,ARRAY Filmworks,CBS Television Studios,Warner Bros. Television,CBS,DiziMax,Super! Drama TV","Kevin Hooks,Thomas Carter","Caitlin Parrish,Erica Weiss,Sunil Nayar,Fawzia Mirza","Noah Wyle,Emayatzy Corinealdi,Aliyah Royale,Noel Fisher,Howard Charles,Elizabeth Laidlaw,Vinny Chhibber,Michael Patrick Thornton,J.J. Hawkins,Rammel Chan,Enuka Okuma,Maximus Chase Evans,Kristina Valada-Viars,Glynn Turman,Sebastian Sozzi,Conor O'Farrell,Guy Van Swearingen,Geoff Rice,Mitchell Fain,Corey Reynolds"
1000367589,Dead Boy Detectives,2024-04-25,1.0,TV-MA,"Action,Adventure,Comedy,Crime,Drama,Fantasy,Horror,Mystery","Ghosts and best friends Edwin Payne (George Rexstrew) and Charles Rowland (Jayden Revri) solve supernatural cases with the help of clairvoyant Crystal (Kassius Nelson) and her friend Niko (Yuyu Kitamura) in this series based on characters created for DC by Neil Gaiman and Matt Wagner.

",60.0,,65.0,19,Generally favorable,86,122,Universal acclaim,,"Berlanti Productions,DC Entertainment,Ghost Octopus,Jeremy Carver Productions,Warner Bros. Television,Netflix",,"Steve Yockey,Matt Wagner,Neil Gaiman","George Rexstrew,Jayden Revri,Kassius Nelson,Briana Cuoco,Ruth Connell,Yuyu Kitamura,Jenn Lyon,Lukas Gage,David Iacono,Michael Beach,Joshua Colley,Max Jenkins,Caitlin Reilly,André Sogliuzzo,Lindsey Gort,Lauren K. Robek,Kailey Spear,Sam Spear,Sherri Saum,Miranda Edwards"
1000366936,Hijack,2023-06-28,2.0,TV-MA,"Drama,Thriller",Business negotiator Sam Nelson (Idris Elba) uses his skills to save passengers on a hijacked airplane in the seven-part thriller created by George Kay and Jim Field Smith.,47.0,Let them think they're in control.,65.0,39,Generally favorable,56,80,Mixed or average,"Jim Field Smith,George Kay","60Forty Films,Green Door Pictures,Idiotlamp Productions,Apple TV+,4DMax,Lidar Lounge,Untold Studios","Jim Field Smith,Mo Ali","Jim Field Smith,George Kay,Guy Bolton,Kam Odedra","Idris Elba,Neil Maskell,Max Beesley,Ben Miles,Kaisa Hammarlund,Zora Bishop,Jeremy Ang Jones,Kate Phillips,Jasper Britton,Aimée Kelly,Mohamed Elsandel,Holly Aird,Justin Salinger,Jaimi Barbakoff,Gretchen Egolf,Harry Michell,Fatima Adoum,Nasser Memarzia,Rochenda Sandall,Grant Burgin"
1000367797,The Madness,2024-11-28,1.0,TV-MA,"Crime,Drama,Mystery,Thriller",Media pundit Muncie Daniels (Colman Domingo) seeks to clear his name after he comes upon a murder in the Pennsylvania woods in this limited series created by Stephen Belber.,50.0,You can't escape.,65.0,19,Generally favorable,44,41,Mixed or average,Stephen Belber,"Canadian Film or Video Production Tax Credit (CPTC),Chernin Entertainment,Ontario Creates,Netflix,Netflix,Apparatus Effects",Clement Virgo,"Stephen Belber,Dana Kitchens,Jeanine Daniels,Liz Ellis,VJ Boyd","Colman Domingo,Marsha Stephanie Blake,John Ortiz,Tamsin Topolski,Thaddeus J. Mixson,Gabrielle Graham,Deon Cole,Ennis Esmer,Hudson Robert Wurster,Lochlan Ray Miller,Stephen McKinley Henderson,Alison Wright,Eugene Clark,Rothaford Gray,Chris Henry Coffey,Neal Huff,Lanette Ware,Kimberly-Sue Murray,Stephen McHattie,Bradley Whitford"
1000358175,SMILF,2017-11-05,2.0,TV-MA,"Comedy,Drama","20-something Bridgette (Frankie Shaw) tries to balance relationships, work, sex, and life as single mother in this comedy adapted from Shaw's 2015 Sundance Film Festival Jury award-winning short film of the same name.",30.0,Single mom is losing faith. (Season 2),65.0,25,Generally favorable,66,51,Generally favorable,,"ABC Signature,Groundswell Productions,Quantity Entertainment,Supahsmaht Productions,Showtime Networks,Dizimax Comedy,Walt Disney Television,Ingenuity Studios",,"Frankie Shaw,Emily Goldwyn,Rochée Jeffrey,Thembi Banks,Zach Strauss","Frankie Shaw,Miguel Gomez,Samara Weaving,Anna Chanel Reimer,Alexandra Mary Reimer,Rosie O'Donnell,Raven Goodwin,Blake Clark,Connie Britton,Sherie Rene Scott,Nathaniel De La Rosa,Sisa Grey,Mia Kaplan,Kimberley Crossman,Adrian Ciscato,Mark Webber,Gabrielle Maiden,Lucien Spelman,Graham Rogers,Austin Abrams"
1000360171,Making the Cut,2020-03-26,3.0,TV-14,Game-Show,"Prime Video gets into the fashion designing reality competitive show arena with a series hosted by Tim Gunn and Heidi Klum with judging by Joseph Altuzarra, Naomi Campbell, Chiara Ferragni, Nicole Richie, and Carine Roitfeld.",60.0,,65.0,11,Generally favorable,54,18,Mixed or average,,"Insider Entertainment,Amazon Studios,SKR Productions,Amazon Studios,Amazon Prime Video,Amazon Prime Video",Ramy Romany,,"Tim Gunn,Heidi Klum,Jeremy Scott,Nicole Richie,Christine Beauchamp,Jonny Cota,Naomi Campbell,Joseph Altuzarra,Esther Perbandt,Sander Bos,Emily Bargeron,Curtis Cassell,Rafael Chaouiche,Georgia Hardinge,Wisdom Kaye,Sienna Li,Jeanette Limas,Markantoine Lynch-Boisvert,Gabriella Meyer,Ciara Chyanne Morgan"
1000337982,The Defenders,2010-09-22,1.0,,"Comedy,Crime,Drama","This show follows two Las Vegas defense attorneys who support their clients above all else. Nick Morelli, a hard working attorney and Pete Kaczmarek, who loves not only the law but beautiful women and fast cars work together to protect their clients in Sin City.",60.0,In Vegas even justice is hot.,65.0,19,Generally favorable,75,33,Generally favorable,,"Carol Mendelsohn Productions,CBS Productions,CBS,CTV Television Network,AXN Mystery,AXN,AXN,CBS Action,Fox Network,Fox,Net5,Network Ten,PRO 4,Paramount Home Entertainment,Radio Television Malaysia,Sat.1,Sony Entertainment Television,TV2,Österreichischer Rundfunk (ORF)",Charles Haid,"Kevin Kennedy,Niels Mueller,Carolina Paiz,Brett Conrad","Jim Belushi,Jerry O'Connell,Jurnee Smollett,Tanya Fischer,Teddy Sears,Monnae Michaell,Nealla Gordon,Kuno Becker,Glynn Turman,Julian Acosta,Gillian Vigman,Robert Belushi,Cole Jensen,Ambrit Millhouse,Natalie Zea,David Ramsey,Frank Sinatra Jr.,Ron Melendez,Katherine LaNasa,Milena Govich"
1000366757,The Consultant,2023-02-24,1.0,TV-MA,"Comedy,Drama,Thriller",Consultant Regus Patoff (Christoph Waltz) is hired to help a gaming company improve its business in this comedic thriller based on Bentley Little’s 2015 novel of the same name.,33.0,,65.0,22,Generally favorable,55,40,Mixed or average,,"Amazon Studios,Dolphin Black Productions,MGM Television,Toluca Pictures,Amazon Prime Video,Amazon Prime Video,Stargate Studios,Switch VFX","Daniel Attias,Charlotte Brändström,Alexis Ostrander,Karyn Kusama,Matt Shakman","Tony Basgallop,Bentley Little","Christoph Waltz,Nat Wolff,Brittany O'Grady,Aimee Carrero,Sydney Mae Diaz,Sloane Avery,Michael Charles Vaccaro,Erin Ruth Walker,Dianne Doan,Tatiana Zappardino,Emily Berry,Henry Rhoades,Ryan Bravo,Jake Manley,Ed Amatrudo,Gloria John,Brian Yoon,Rumur Kristina Knowles,Tony Vinci,Stefanie Estes"
1000359716,Criminal: UK,2019-09-20,2.0,TV-MA,"Crime,Drama,Mystery,Thriller","Hayley Atwell and David Tennant are just two of a dozen suspects who go under intense interrogation in the Kay and Field Smith crime drama anthology set in France, Germany, Spain, and the U.K.",43.0,,65.0,14,Generally favorable,68,18,Generally favorable,Jim Field Smith,"Idiotlamp Productions,Netflix",Jim Field Smith,"Jim Field Smith,George Kay","Katherine Kelly,Lee Ingleby,Rochenda Sandall,Shubham Saraf,Mark Stanley,Nicholas Pinnock,Aymen Hamdouchi,Kit Harington,Jyuddah Jaymes,David Tennant,Amanda Drew,Sharon Horgan,Rakhee Thakrar,Hayley Atwell,Kevin Eldon,Lolita Chakrabarti,Annette Badland,Sophie Okonedo,Kristen Alderson,Isabella Laughland"
